1973,1990,2007
Dawson,GA,9,4765,9531,21484
Dawson,MT,25,10262,9410,8558
Dawson,NE,26,15320,20032,24744
Dawson,TX,42,14758,14314,13870
Day,SD,40,8267,6967,5667
De Baca,NM,30,2576,2246,1916
De Soto,LA,17,24919,25594,26269
De Witt,IL,12,16671,16554,16437
Deaf Smith,TX,42,19876,19164,18452
Dearborn,IN,13,28199,38979,49759
Decatur,GA,9,22602,25573,28544
Decatur,IA,14,8197,8303,8409
Decatur,IN,13,22311,23635,24959
Decatur,KS,15,5067,4011,2955
Decatur,TN,41,9629,10484,11339
Deer Lodge,MT,25,11818,10335,8852
Defiance,OH,34,40227,39385,38543
DeKalb,AL,0,41734,54875,68016
DeKalb,GA,9,362217,549655,737093
DeKalb,IL,12,52965,78347,103729
DeKalb,IN,13,29130,35463,41796
DeKalb,MO,24,7716,9975,12234
DeKalb,TN,41,10436,14436,18436
Del Norte,CA,4,18950,23986,29022
Delaware,IA,14,18633,18046,17459
Delaware,IN,13,124129,119774,115419
Delaware,NY,31,48642,47464,46286
Delaware,OH,34,33741,67482,160865
Delaware,OK,35,15862,28134,40406
Delaware,PA,37,541667,548033,554399
Delta,CO,5,11772,21053,30334
Delta,MI,21,38331,37849,37367
Delta,TX,42,4247,4811,5375
Denali,AK,1,0,0,1838
Dent,MO,24,12415,13739,15063
Denton,TX,42,138218,276436,612357
Denver,CO,5,347929,468139,588349
Des Moines,IA,14,44635,42668,40701
Deschutes,OR,36,38026,76053,154028
Desha,AR,3,19789,16794,13799
DeSoto,FL,8,13513,24094,34675
DeSoto,MS,23,34310,68620,149393
Deuel,NE,26,2595,2244,1893
Deuel,SD,40,4785,4522,4259
Dewey,OK,35,6736,5537,4338
Dewey,SD,40,5063,5534,6005
DeWitt,TX,42,17878,18804,19730
Dickens,TX,42,2593,2552,2511
Dickenson,VA,45,18936,17552,16168
Dickey,ND,33,6734,6045,5356
Dickinson,IA,14,13174,14935,16696
Dickinson,KS,15,18899,18928,18957
Dickinson,MI,21,26907,26922,26937
Dickson,TN,41,23144,35255,47366
Dillingham,AK,1,3062,4029,4996
Dillon,SC,39,27542,29118,30694
Dimmit,TX,42,10927,10386,9845
Dinwiddie,VA,45,18893,22320,25747
District of Columbia,,50,622350,605321,588292
Divide,ND,33,3752,2878,2004
Dixie,FL,8,6406,10674,14942
Dixon,NE,26,6053,6148,6243
Doddridge,WV,47,6738,7000,7262
Dodge,GA,9,15306,17674,20042
Dodge,MN,22,12074,15813,19552
Dodge,NE,26,32994,34499,36004
Dodge,WI,48,65674,76730,87786
Dolores,CO,5,1096,1505,1914
Dona Ana,NM,30,74395,136593,198791
Doniphan,KS,15,8490,8123,7756
Donley,TX,42,3431,3671,3911
Dooly,GA,9,8286,9939,11592
Door,WI,48,23595,25703,27811
Dorchester,MD,19,28718,30282,31846
Dorchester,SC,39,44189,83847,123505
Dougherty,GA,9,96957,96325,95693
Douglas,CO,5,30835,61670,272117
Douglas,GA,9,18727,71611,124495
Douglas,IL,12,19322,19460,19598
Douglas,KS,15,50970,82229,113488
Douglas,MN,22,21379,28727,36075
Douglas,MO,24,10455,11916,13377
Douglas,NE,26,338466,417941,497416
Douglas,NV,27,10614,28010,45406
Douglas,OR,36,85981,95050,104119
Douglas,SD,40,4452,3735,3018
Douglas,WA,46,16601,26389,36177
Douglas,WI,48,39887,41804,43721
Drew,AR,3,16011,17378,18745
Dubois,IN,13,32099,36662,41225
Dubuque,IA,14,80565,86462,92359
Duchesne,UT,43,9000,12608,16216
Dukes,MA,20,7889,11687,15485
Dundy,NE,26,3135,2583,2031
Dunklin,MO,24,34677,33150,31623
Dunn,ND,33,4652,3980,3308
Dunn,WI,48,29667,35998,42329
DuPage,IL,12,642344,785768,929192
Duplin,NC,32,27253,40116,52979
Durham,NC,32,109790,183145,256500
Dutchess,NY,31,227730,260238,292746
Duval,FL,8,506333,677746,849159
Duval,TX,42,13513,12850,12187
Dyer,TN,41,32206,34945,37684
Eagle,CO,5,11148,22297,51359
Early,GA,9,11882,11859,11836
East Baton Rouge,LA,17,332077,381197,430317
East Carroll,LA,17,11024,9663,8302
East Feliciana,LA,17,17539,19186,20833
Eastland,TX,42,18519,18428,18337
Eaton,MI,21,78976,93183,107390
Eau Claire,WI,48,73348,85377,97406
Echols,GA,9,651,2372,4093
Ector,TX,42,107734,118652,129570
Eddy,ND,33,3428,2929,2430
Eddy,NM,30,46432,48717,51002
Edgar,IL,12,20189,19554,18919
Edgecombe,NC,32,60569,56608,52647
Edgefield,SC,39,11603,18519,25435
Edmonson,KY,16,8718,10348,11978
Edmunds,SD,40,4682,4345,4008
Edwards,IL,12,8272,7422,6572
Edwards,KS,15,4464,3785,3106
Edwards,TX,42,2582,2260,1938
Effingham,GA,9,1244,25986,50728
Effingham,IL,12,29293,31759,34225
El Dorado,CA,4,80215,127952,175689
El Paso,CO,5,207710,397491,587272
El Paso,TX,42,456031,595350,734669
Elbert,CO,5,4876,9752,22720
Elbert,GA,9,17437,18981,20525
Elk,KS,15,3608,3324,3040
Elk,PA,37,37100,34855,32610
Elkhart,IN,13,115092,156517,197942
Elko,NV,27,21274,34142,47010
Elliott,KY,16,5759,6449,7139
Ellis,KS,15,24502,25983,27464
Ellis,OK,35,5027,4469,3911
Ellis,TX,42,27346,85407,143468
Ellsworth,KS,15,6858,6584,6310
Elmore,AL,0,21443,49484,77525
Elmore,ID,11,13746,21301,28856
Emanuel,GA,9,18731,20600,22469
Emery,UT,43,10221,10310,10399
Emmet,IA,14,12770,11592,10414
Emmet,MI,21,17005,25199,33393
Emmons,ND,33,6148,4809,3470
Emporia,VA,45,5491,5555,5619
Erath,TX,42,20547,28090,35633
Erie,NY,31,1026222,969780,913338
Erie,OH,34,76505,76914,77323
Erie,PA,37,272730,275911,279092
Escambia,AL,0,33452,35526,37600
Escambia,FL,8,220137,263272,306407
Esmeralda,NV,27,1991,1343,695
Essex,MA,20,608917,671009,733101
Essex,NJ,29,781041,778564,776087
Essex,NY,31,36453,37286,38119
Essex,VA,45,6578,8720,10862
Essex,VT,44,6327,6411,6495
Estill,KY,16,14373,14674,14975
Etowah,AL,0,96401,99809,103217
Eureka,NV,27,1519,1539,1559
Evangeline,LA,17,30669,33287,35905
Evans,GA,9,5965,8735,11505
Fairbanks North Star,AK,1,58650,78067,97484
Fairfax,VA,45,633281,821761,1010241
Fairfax,VA,45,16579,19964,23349
Fairfield,CT,6,762705,828860,895015
Fairfield,OH,34,66328,103823,141318
Fairfield,SC,39,21329,22331,23333
Fall River,SD,40,7430,7320,7210
Fallon,MT,25,3444,3070,2696
Falls Church,VA,45,7824,9386,10948
Falls,TX,42,18333,17741,17149
Fannin,GA,9,9542,16061,22580
Fannin,TX,42,16599,24833,33067
Faribault,MN,22,18899,16884,14869
Faulk,SD,40,3206,2741,2276
Faulkner,AR,3,16141,60503,104865
Fauquier,VA,45,31488,48908,66328
Fayette,AL,0,18364,18006,17648
Fayette,GA,9,20280,63212,106144
Fayette,IA,14,23345,21889,20433
Fayette,IL,12,20322,20894,21466
Fayette,IN,13,27733,26003,24273
Fayette,KY,16,174238,226641,279044
Fayette,OH,34,26694,27501,28308
Fayette,PA,37,146396,145476,144556
Fayette,TN,41,13905,25549,37193
Fayette,TX,42,17519,20028,22537
Fayette,WV,47,49400,47867,46334
Fentress,TN,41,11854,14637,17420
Fergus,MT,25,12979,12080,11181
Ferry,WA,46,5285,6329,7373
Fillmore,MN,22,20513,20775,21037
Fillmore,NE,26,8125,7088,6051
Finney,KS,15,28105,33200,38295
Fisher,TX,42,5683,4820,3957
Flagler,FL,8,14737,29474,88397
Flathead,MT,25,32246,59545,86844
Fleming,KY,16,9875,12285,14695
Florence,SC,39,97494,114690,131886
Florence,WI,48,4486,4627,4768
Floyd,GA,9,67348,81483,95618
Floyd,IA,14,17806,17056,16306
Floyd,IN,13,56506,64785,73064
Floyd,KY,16,45037,43529,42021
Floyd,TX,42,10265,8460,6655
Floyd,VA,45,9323,11982,14641
Fluvanna,VA,45,6276,12553,25329
Foard,TX,42,2142,1781,1420
Fond du Lac,WI,48,81468,90296,99124
Ford,IL,12,14282,14226,14170
Ford,KS,15,21670,27505,33340
Forest,PA,37,2671,4813,6955
Forest,WI,48,7761,8784,9807
Forrest,MS,23,58307,68274,78241
Forsyth,GA,9,22368,44737,158914
Forsyth,NC,32,194936,266855,338774
Fort Bend,TX,42,114095,228191,509822
Foster,ND,33,4436,3963,3490
Fountain,IN,13,18453,17798,17143
Franklin,AL,0,25165,27802,30439
Franklin,AR,3,11721,14939,18157
Franklin,FL,8,7926,8978,10030
Franklin,GA,9,11617,16705,21793
Franklin,IA,14,12134,11351,10568
Franklin,ID,11,6315,9259,12203
Franklin,IL,12,40993,40242,39491
Franklin,IN,13,15976,19605,23234
Franklin,KS,15,17613,22046,26479
Franklin,KY,16,40025,44225,48425
Franklin,LA,17,24632,22346,20060
Franklin,MA,20,68980,70291,71602
Franklin,ME,18,28343,29135,29927
Franklin,MO,24,61985,81015,100045
Franklin,MS,23,8384,8348,8312
Franklin,NC,32,15920,36571,57222
Franklin,NE,26,4706,3932,3158
Franklin,NY,31,42887,46668,50449
Franklin,OH,34,813093,965600,1118107
Franklin,PA,37,101341,121503,141665
Franklin,TN,41,28847,35027,41207
Franklin,TX,42,4588,7841,11094
Franklin,VA,45,28413,39773,51133
Franklin,VA,45,7982,8444,8906
Franklin,VT,44,32572,40253,47934
Franklin,WA,46,5918,37748,69578
Frederick,MD,19,77985,151345,224705
Frederick,VA,45,19542,46211,72880
Fredericksburg,VA,45,16446,19428,22410
Freeborn,MN,22,34905,33081,31257
Freestone,TX,42,12803,15800,18797
Fremont,CO,5,17119,32254,47389
Fremont,IA,14,8901,8236,7571
Fremont,ID,11,9361,10939,12517
Fremont,WY,49,29651,33565,37479
Fresno,CA,4,445256,672302,899348
Frio,TX,42,10981,13557,16133
Frontier,NE,26,3525,3094,2663
Fulton,AR,3,8434,10093,11752
Fulton,GA,9,309257,650697,992137
Fulton,IL,12,39311,38077,36843
Fulton,IN,13,17434,18871,20308
Fulton,KY,16,9723,8259,6795
Fulton,NY,31,53558,54336,55114
Fulton,OH,34,34640,38601,42562
Fulton,PA,37,12785,13862,14939
Furnas,NE,26,6328,5530,4732
Gadsden,FL,8,35337,41267,47197
Gage,NE,26,22407,22813,23219
Gaines,TX,42,13271,14098,14925
Galax,VA,45,6658,6741,6824
Gallatin,IL,12,7779,6902,6025
Gallatin,KY,16,2839,5437,8035
Gallatin,MT,25,14263,50811,87359
Gallia,OH,34,31057,30949,30841
Galveston,TX,42,152739,218363,283987
Garden,NE,26,3070,2452,1834
Garfield,CO,5,7127,30379,53631
Garfield,MT,25,1953,1584,1215
Garfield,NE,26,2574,2148,1722
Garfield,OK,35,55715,56686,57657
Garfield,UT,43,3405,3967,4529
Garfield,WA,46,2446,2248,2050
Garland,AR,3,50755,73563,96371
Garrard,KY,16,6181,11611,17041
Garrett,MD,19,26845,28236,29627
Garvin,OK,35,26015,26578,27141
Garza,TX,42,5578,5139,4700
Gasconade,MO,24,12719,14059,15399
Gaston,NC,32,147729,175132,202535
Gates,NC,32,6937,9337,11737
Geary,KS,15,35966,30558,25150
Geauga,OH,34,67695,81362,95029
Gem,ID,11,7378,11937,16496
Genesee,MI,21,427161,430938,434715
Genesee,NY,31,62212,60167,58122
Geneva,AL,0,21761,23734,25707
Gentry,MO,24,7439,6844,6249
George,MS,23,11457,16697,21937
Georgetown,SC,39,32809,46654,60499
Gibson,IN,13,31002,31878,32754
Gibson,TN,41,44251,46402,48553
Gila,AZ,2,28852,40423,51994
Gilchrist,FL,8,2485,9751,17017
Giles,TN,41,22582,25803,29024
Giles,VA,45,15476,16352,17228
Gillespie,TX,42,10945,17226,23507
Gilliam,OR,36,1748,1719,1690
Gilmer,GA,9,6746,13492,28389
Gilmer,WV,47,8337,7622,6907
Gilpin,CO,5,1065,3078,5091
Glacier,MT,25,10934,12158,13382
Glades,FL,8,4169,7639,11109
Gladwin,MI,21,17717,22002,26287
Glascock,GA,9,1941,2356,2771
Glasscock,TX,42,1712,1443,1174
Glenn,CA,4,21727,24919,28111
Gloucester,NJ,29,176515,231134,285753
Gloucester,VA,45,22112,30224,38336
Glynn,GA,9,50450,62691,74932
Gogebic,MI,21,19741,18014,16287
Golden Valley,MT,25,697,911,1125
Golden Valley,ND,33,2536,2103,1670
Goliad,TX,42,4758,5956,7154
Gonzales,TX,42,15056,17133,19210
Goochland,VA,45,7779,14197,20615
Goodhue,MN,22,35831,40835,45839
Gooding,ID,11,9084,11667,14250
Gordon,GA,9,18422,35233,52044
Goshen,WY,49,12697,12346,11995
Gosper,NE,26,1885,1928,1971
Gove,KS,15,3841,3239,2637
Grady,GA,9,15710,20376,25042
Grady,OK,35,32705,41660,50615
Grafton,NH,28,64614,75064,85514
Graham,AZ,2,18453,26611,34769
Graham,KS,15,4429,3518,2607
Graham,NC,32,6524,7191,7858
Grainger,TN,41,11756,17151,22546
Grand Forks,ND,33,74225,70604,66983
Grand Isle,VT,44,3121,5361,7601
Grand Traverse,MI,21,43587,64533,85479
Grand,CO,5,2470,8041,13612
Grand,UT,43,4217,6620,9023
Granite,MT,25,2204,2528,2852
Grant,AR,3,10492,13976,17460
Grant,IN,13,79583,74215,68847
Grant,KS,15,6857,7177,7497
Grant,KY,16,6701,15931,25161
Grant,LA,17,15218,17488,19758
Grant,MN,22,6473,6247,6021
Grant,ND,33,4589,3528,2467
Grant,NE,26,905,759,613
Grant,NM,30,25737,27718,29699
Grant,OK,35,6857,5677,4497
Grant,OR,36,8836,7870,6904
Grant,SD,40,9559,8359,7159
Grant,WA,46,27123,55085,83047
Grant,WI,48,49878,49335,48792
Grant,WV,47,8975,10450,11925
Granville,NC,32,21885,38465,55045
Gratiot,MI,21,35977,39059,42141
Graves,KY,16,29797,33677,37557
Gray,KS,15,5155,5398,5641
Gray,TX,42,25515,23781,22047
Grays Harbor,WA,46,57459,64397,71335
Grayson,KY,16,16866,21111,25356
Grayson,TX,42,71565,95120,118675
Grayson,VA,45,16574,16323,16072
Greeley,KS,15,2229,1763,1297
Greeley,NE,26,3674,3000,2326
Green Lake,WI,48,18559,18647,18735
Green,KY,16,9200,10386,11572
Green,WI,48,25049,30388,35727
Greenbrier,WV,47,34780,34683,34586
Greene,AL,0,11141,10171,9201
Greene,AR,3,23385,31891,40397
Greene,GA,9,8036,11849,15662
Greene,IA,14,10551,10028,9505
Greene,IL,12,16738,15314,13890
Greene,IN,13,28282,30487,32692
Greene,MO,24,153724,208852,263980
Greene,MS,23,7399,10268,13137
Greene,NC,32,10475,15440,20405
Greene,NY,31,40448,44847,49246
Greene,OH,34,119640,137148,154656
Greene,PA,37,39575,39539,39503
Greene,TN,41,46009,55990,65971
Greene,VA,45,2940,10400,17860
Greenlee,AZ,2,8304,8029,7754
Greensville,VA,45,5200,8556,11912
Greenup,KY,16,36338,36804,37270
Greenville,SC,39,215471,321857,428243
Greenwood,KS,15,8671,7832,6993
Greenwood,SC,39,51035,59647,68259
Greer,OK,35,7240,6525,5810
Gregg,TX,42,93019,105069,117119
Gregory,SD,40,6550,5330,4110
Grenada,MS,23,20140,21608,23076
Griggs,ND,33,4179,3288,2397
Grimes,TX,42,12115,18859,25603
Grundy,IA,14,11885,12017,12149
Grundy,IL,12,17844,32494,47144
Grundy,MO,24,10913,10504,10095
Grundy,TN,41,12523,13399,14275
Guadalupe,NM,30,3845,4146,4447
Guadalupe,TX,42,17399,65088,112777
Guernsey,OH,34,37555,38982,40409
Guilford,NC,32,232339,349135,465931
Gulf,FL,8,8913,11486,14059
Gunnison,CO,5,5707,10340,14973
Guthrie,IA,14,10829,10941,11053
Gwinnett,GA,9,178489,356979,776380
Haakon,SD,40,3357,2601,1845
Habersham,GA,9,13326,27799,42272
Haines,AK,1,1949,2117,2285
Hale,AL,0,12955,15533,18111
Hale,TX,42,33591,34661,35731
Halifax,NC,32,56282,55671,55060
Halifax,VA,45,36608,36069,35530
Hall,GA,9,12255,96215,180175
Hall,NE,26,42594,49118,55642
Hall,TX,42,4300,3891,3482
Hamblen,TN,41,39563,50696,61829
Hamilton,FL,8,7645,10973,14301
Hamilton,IA,14,16502,16049,15596
Hamilton,IL,12,8729,8487,8245
Hamilton,IN,13,55174,110348,261661
Hamilton,KS,15,2146,2389,2632
Hamilton,NE,26,8408,8853,9298
Hamilton,NY,31,5509,5292,5075
Hamilton,OH,34,891095,866732,842369
Hamilton,TN,41,241670,285919,330168
Hamilton,TX,42,7324,7731,8138
Hamlin,SD,40,4317,4969,5621
Hampden,MA,20,455972,456940,457908
Hampshire,MA,20,140503,146825,153147
Hampshire,WV,47,10635,16606,22577
Hampton,SC,39,15312,18261,21210
Hampton,VA,45,122051,134245,146439
Hancock,GA,9,8292,8930,9568
Hancock,IA,14,13841,12610,11379
Hancock,IL,12,23853,21346,18839
Hancock,IN,13,25067,45686,66305
Hancock,KY,16,7085,7851,8617
Hancock,ME,18,41018,47148,53278
Hancock,MS,23,24123,31905,39687
Hancock,OH,34,56982,65593,74204
Hancock,TN,41,6751,6742,6733
Hancock,WV,47,40171,35180,30189
Hand,SD,40,5197,4235,3273
Hanover,VA,45,28670,63808,98946
Hansford,TX,42,6399,5817,5235
Hanson,SD,40,2339,2980,3621
Haralson,GA,9,15286,22002,28718
Hardee,FL,8,10506,19668,28830
Hardeman,TN,41,19076,23455,27834
Hardeman,TX,42,6360,5242,4124
Hardin,IA,14,20647,19099,17551
Hardin,IL,12,5902,5185,4468
Hardin,KY,16,81055,89502,97949
Hardin,OH,34,30596,31123,31650
Hardin,TN,41,19335,22698,26061
Hardin,TX,42,31117,41357,51597
Harding,NM,30,1254,985,716
Harding,SD,40,2154,1667,1180
Hardy,WV,47,8397,11029,13661
Harford,MD,19,127441,183717,239993
Harlan,KY,16,41963,36514,31065
Harlan,NE,26,4220,3806,3392
Harmon,OK,35,4711,3774,2837
Harnett,NC,32,27339,68030,108721
Harney,OR,36,7369,7068,6767
Harper,KS,15,8391,7105,5819
Harper,OK,35,4846,4050,3254
Harris,GA,9,6601,17837,29073
Harris,TX,42,1735999,2835927,3935855
Harrison,IA,14,14059,14734,15409
Harrison,IN,13,22994,29902,36810
Harrison,KY,16,13984,16268,18552
Harrison,MO,24,8057,8459,8861
Harrison,MS,23,154871,165488,176105
Harrison,OH,34,16568,16037,15506
Harrison,TX,42,51470,57487,63504
Harrison,WV,47,70123,69216,68309
Harrisonburg,VA,45,17853,30946,44039
Hart,GA,9,15410,19825,24240
Hart,KY,16,11429,14919,18409
Hartford,CT,6,828310,852567,876824
Hartley,TX,42,2079,3629,5179
Harvey,KS,15,28575,31034,33493
Haskell,KS,15,3728,3880,4032
Haskell,OK,35,9861,10960,12059
Haskell,TX,42,8285,6767,5249
Hawaii,HI,10,70087,121572,173057
Hawkins,TN,41,32306,44680,57054
Hayes,NE,26,1460,1220,980
Hays,TX,42,32883,65767,141480
Haywood,NC,32,37576,47003,56430
Haywood,TN,41,19722,19424,19126
Heard,GA,9,5989,8688,11387
Hemphill,TX,42,4034,3697,3360
Hempstead,AR,3,20134,21680,23226
Henderson,IL,12,8529,8058,7587
Henderson,KY,16,40928,43112,45296
Henderson,NC,32,39726,70268,100810
Henderson,TN,41,17057,21903,26749
Henderson,TX,42,38425,58661,78897
Hendricks,IN,13,17656,76107,134558
Hendry,FL,8,12275,25943,39611
Hennepin,MN,22,933665,1035132,1136599
Henrico,VA,45,147290,218556,289822
Henry,AL,0,14231,15426,16621
Henry,GA,9,29942,59885,186037
Henry,IA,14,18469,19296,20123
Henry,IL,12,52472,51063,49654
Henry,IN,13,49143,48162,47181
Henry,KY,16,9991,12851,15711
Henry,MO,24,17762,20080,22398
Henry,OH,34,29305,29118,28931
Henry,TN,41,24260,27945,31630
Henry,VA,45,58204,56874,55544
Herkimer,NY,31,69208,65883,62558
Hernando,FL,8,36382,102726,169070
Hertford,NC,32,21504,22355,23206
Hettinger,ND,33,4417,3422,2427
Hickman,KY,16,6210,5574,4938
Hickman,TN,41,9966,16867,23768
Hickory,MO,24,5559,7341,9123
Hidalgo,NM,30,6947,5946,4945
Hidalgo,TX,42,63886,387200,710514
Highland,OH,34,29005,35829,42653
Highland,VA,45,2824,2635,2446
Highlands,FL,8,39127,69238,99349
Hill,MT,25,18766,17667,16568
Hill,TX,42,19086,27219,35352
Hillsborough,FL,8,499329,837028,1174727
Hillsborough,NH,28,271234,336768,402302
Hillsdale,MI,21,40203,43492,46781
Hinds,MS,23,259863,254510,249157
Hinsdale,CO,5,98,468,838
Hitchcock,NE,26,4644,3744,2844
Hocking,OH,34,22229,25594,28959
Hockley,TX,42,26108,24167,22226
Hodgeman,KS,15,2367,2169,1971
Hoke,NC,32,3478,22950,42422
Holmes,FL,8,12379,15812,19245
Holmes,MS,23,22675,21568,20461
Holmes,OH,34,24493,32931,41369
Holt,MO,24,7105,6034,4963
Holt,NE,26,14842,12577,10312
Honolulu,HI,10,771467,838534,905601
Hood River,OR,36,12624,16960,21296
Hood,TX,42,8714,28942,49170
Hooker,NE,26,862,799,736
Hopewell,VA,45,23248,23138,23028
Hopkins,KY,16,45934,46110,46286
Hopkins,TX,42,23893,28831,33769
Horry,SC,39,40429,145177,249925
Hot Spring,AR,3,20394,26122,31850
Hot Springs,WY,49,5019,4786,4553
Houghton,MI,21,35855,35528,35201
Houston,AL,0,66161,81666,97171
Houston,GA,9,48374,89695,131016
Houston,MN,22,17575,18545,19515
Houston,TN,41,5939,7007,8075
Houston,TX,42,19925,21347,22769
Howard,AR,3,13191,13594,13997
Howard,IA,14,10077,9811,9545
Howard,IN,13,78176,80976,83776
Howard,MD,19,105065,189367,273669
Howard,MO,24,9415,9647,9879
Howard,NE,26,5474,6043,6612
Howard,TX,42,32279,32287,32295
Howell,MO,24,24609,31624,38639
Hubbard,MN,22,11157,14969,18781
Hudson,NJ,29,510418,554289,598160
Hudspeth,TX,42,2516,2905,3294
Huerfano,CO,5,4157,5997,7837
Hughes,OK,35,12272,12976,13680
Hughes,SD,40,12794,14837,16880
Humboldt,CA,4,110628,119746,128864
Humboldt,IA,14,11895,10755,9615
Humboldt,NV,27,8343,12933,17523
Humphreys,MS,23,14186,12090,9994
Humphreys,TN,41,13459,15816,18173
Hunt,TX,42,45831,64388,82945
Hunterdon,NJ,29,86908,108128,129348
Huntingdon,PA,37,42884,44220,45556
Huntington,IN,13,33263,35503,37743
Huron,MI,21,36690,34990,33290
Huron,OH,34,52953,56377,59801
Hutchinson,SD,40,9156,8248,7340
Hutchinson,TX,42,29309,25577,21845
Hyde,NC,32,5640,5406,5172
Hyde,SD,40,1915,1690,1465
Iberia,LA,17,61543,68254,74965
Iberville,LA,17,29587,31044,32501
Ida,IA,14,9742,8341,6940
Idaho,ID,11,12315,13830,15345
Imperial,CA,4,59811,110839,161867
Independence,AR,3,27786,31176,34566
Indian River,FL,8,50393,91115,131837
Indiana,PA,37,92290,89990,87690
Ingham,MI,21,284895,282095,279295
Inyo,CA,4,19095,18272,17449
Ionia,MI,21,49891,56972,64053
Iosco,MI,21,34421,30338,26255
Iowa,IA,14,13324,14618,15912
Iowa,WI,48,16799,20180,23561
Iredell,NC,32,35977,93711,151445
Irion,TX,42,1505,1624,1743
Iron,MI,21,14243,13197,12151
Iron,MO,24,11483,10748,10013
Iron,UT,43,10463,20927,43526
Iron,WI,48,6035,6171,6307
Iroquois,IL,12,31272,30783,30294
Irwin,GA,9,7352,8643,9934
Isabella,MI,21,43169,54931,66693
Isanti,MN,22,13069,25995,38921
Island,WA,46,40488,60907,81326
Isle of Wight,VA,45,15321,25178,35035
Issaquena,MS,23,2171,1923,1675
Itasca,MN,22,37298,40920,44542
Itawamba,MS,23,17140,20087,23034
Izard,AR,3,9820,11399,12978
Jack,TX,42,5061,6947,8833
Jackson,AL,0,42866,47948,53030
Jackson,AR,3,20807,19013,17219
Jackson,CO,5,1805,1593,1381
Jackson,FL,8,33643,41465,49287
Jackson,GA,9,1136,30195,59254
Jackson,IA,14,19783,19909,20035
Jackson,IL,12,63269,61055,58841
Jackson,IN,13,33494,37839,42184
Jackson,KS,15,9618,11519,13420
Jackson,KY,16,10408,11997,13586
Jackson,LA,17,16527,15833,15139
Jackson,MI,21,137250,150128,163006
Jackson,MN,22,12459,11671,10883
Jackson,MO,24,600004,633447,666890
Jackson,MS,23,100058,115078,130098
Jackson,NC,32,17101,26926,36751
Jackson,OH,34,27162,30238,33314
Jackson,OK,35,31498,28638,25778
Jackson,OR,36,95489,147392,199295
Jackson,SD,40,2800,2796,2792
Jackson,TN,41,7987,9389,10791
Jackson,TX,42,11937,13015,14093
Jackson,WI,48,13356,16606,19856
Jackson,WV,47,23669,25946,28223
James City,VA,45,8879,35037,61195
Jasper,GA,9,3330,8495,13660
Jasper,IA,14,32910,34829,36748
Jasper,IL,12,11507,10607,9707
Jasper,IN,13,17535,24905,32275
Jasper,MO,24,66004,90622,115240
Jasper,MS,23,16139,17105,18071
Jasper,SC,39,9111,15532,21953
Jasper,TX,42,27601,31077,34553
Jay,IN,13,21562,21538,21514
Jeff Davis,GA,9,10781,12036,13291
Jeff Davis,TX,42,1586,1925,2264
Jefferson Davis,LA,17,30193,30685,31177
Jefferson Davis,MS,23,15219,14016,12813
Jefferson,AL,0,645699,652239,658779
Jefferson,AR,3,91960,85473,78986
Jefferson,CO,5,350674,440014,529354
Jefferson,FL,8,8289,11370,14451
Jefferson,GA,9,18310,17382,16454
Jefferson,IA,14,17008,16313,15618
Jefferson,ID,11,10327,16589,22851
Jefferson,IL,12,34008,37088,40168
Jefferson,IN,13,26956,29830,32704
Jefferson,KS,15,13415,15941,18467
Jefferson,KY,16,622832,666048,709264
Jefferson,LA,17,473616,448568,423520
Jefferson,MO,24,128716,172396,216076
Jefferson,MS,23,8314,8637,8960
Jefferson,MT,25,4863,7992,11121
Jefferson,NE,26,9976,8746,7516
Jefferson,NY,31,105897,111549,117201
Jefferson,OH,34,91504,80117,68730
Jefferson,OK,35,7751,7012,6273
Jefferson,OR,36,7019,13853,20687
Jefferson,PA,37,47055,46095,45135
Jefferson,TN,41,15969,33095,50221
Jefferson,TX,42,237211,239593,241975
Jefferson,WA,46,12119,20659,29199
Jefferson,WI,48,55761,67987,80213
Jefferson,WV,47,21458,36145,50832
Jenkins,GA,9,7903,8249,8595
Jennings,IN,13,19234,23670,28106
Jerauld,SD,40,2857,2425,1993
Jerome,ID,11,10366,15216,20066
Jersey,IL,12,18629,20542,22455
Jessamine,KY,16,15887,30721,45555
Jewell,KS,15,5268,4233,3198
Jim Hogg,TX,42,5227,5100,4973
Jim Wells,TX,42,34105,37612,41119
Jo Daviess,IL,12,21292,21798,22304
Johnson,AR,3,11863,18305,24747
Johnson,GA,9,7173,8353,9533
Johnson,IA,14,67498,96595,125692
Johnson,IL,12,9583,11324,13065
Johnson,IN,13,41279,88615,135951
Johnson,KS,15,188299,357309,526319
Johnson,KY,16,22556,23284,24012
Johnson,MO,24,33330,42629,51928
Johnson,NE,26,4856,4666,4476
Johnson,TN,41,9529,13818,18107
Johnson,TX,42,44719,97258,149797
Johnson,WY,49,4202,6172,8142
Johnston,NC,32,6413,81925,157437
Johnston,OK,35,9658,10030,10402
Jones,GA,9,14373,20801,27229
Jones,IA,14,18558,19480,20402
Jones,MS,23,57185,61974,66763
Jones,NC,32,8657,9392,10127
Jones,SD,40,1601,1328,1055
Jones,TX,42,13575,16435,19295
Josephine,OR,36,44914,62985,81056
Juab,UT,43,2036,5820,9604
Judith Basin,MT,25,2506,2277,2048
Juneau,AK,1,23402,27046,30690
Juneau,WI,48,16794,21671,26548
Juniata,PA,37,18260,20714,23168
Kalamazoo,MI,21,202569,223951,245333
Kalawao,HI,10,149,134,119
